,Unnamed: 0,address,chinese_company_name,company_name,district,email,fax,placement_type,telephone,valid_license
622,622,"Suite 1901, 19th floor, Cheung Kong Center, 2 Queen's Road Central, Central, Hong Kong",None,Eximius Hong Kong Limited,Central and Western District,info@eximius.com,,Office Staff / Executive Search,39785034,2013
623,623,"Rooms 301-4, 3rd floor, Harcourt House, 39 Gloucester Road, Wan Chai, Hong Kong",None,Experis,Wan Chai District,enquiries@manpower.com.hk,28694629,Office Staff / Executive Search,25253513,2019
624,624,"Flat 1, 5th floor, Cammer Commercial Building, 30-32 Cameron Road, Tsim Sha Tsui, Kowloon",None,e-Job,Yau Tsim Mong District,contact@e-job.hk,23664299,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",25063118,2017
625,625,"Unit 16, 15th floor, Chevalier Commercial Centre, 8 Wang Hoi Road, Kowloon Bay, Kowloon",None,eCircle Executive Consultants,None,None,None,Office Staff / Executive Search,None,2006
626,626,"Room 202, 2nd floor, On Ning Building, 425 King's Road, North Point, Hong Kong",e到家僱傭中心,HELPERMATCH EMPLOYMENT AGENCY,Eastern District,info@helpermatch.hk,None,Foreign Domestic Helpers,29579191,2019
627,627,"Flat A, 9th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong",e到家僱傭中心,HELPERMATCH EMPLOYMENT AGENCY,Central and Western District,info@helpermatch.hk,28517200,Foreign Domestic Helpers,29579192,2019
628,628,"Shop 232, Maxi Base, 233 Electric Road, North Point, Hong Kong",None,F.E. Corporate Services Limited,Eastern District,info@feworkshop.com.hk,None,Office Staff / Executive Search,31030526,2018
629,629,"Unit A17, Flat 10-11, 23rd floor, Wah Fat Industrial Building, 10-14 Kung Yip Street, Kwai Chung, New Territories",None,FAIR CHOICE DOMESTIC HELPER SERVICES,Kwai Tsing District,fairchoicehk@gmail.com,None,"Local Domestic Helpers, Foreign Domestic Helpers",34863018,2016
630,630,"Shop G06-G08, Ground floor, Regal Kowloon Hotel, 71 Mody Road, Tsim Sha Tsui East, Kowloon",None,FAR EAST HR LIMITED,Yau Tsim Mong District,kathy.kwok@fareasthr.com.hk,28953686,"Office Staff / Executive Search, Other Non-office Worker",27213598,2014
631,631,"Unit 621, 6th floor, Block B, Sea View Estate, 4-6 Watson Road, North Point, Hong Kong",None,FATFEI LIMITED,Eastern District,fanny@fatfeiltd.com,None,Office Staff / Executive Search,91468819,2018
632,632,"Flat 260, 2nd floor, Block B, Ming Yuen Mansions, Phase 2, 60 Peacock Road, North Point, Hong Kong",None,FDS Business Solution Limited,Eastern District,felix.wong.hl@gmail.com,None,Office Staff / Executive Search,66832625,2019
633,633,"Room 702, 7th floor, Fu Fai Commercial Centre, 27 Hillier Street, Sheung Wan, Hong Kong",None,FHL Search (HK) Limited,Central and Western District,,,Office Staff / Executive Search,,2018
634,634,"Suite 305, 3th floor, Far East Finance Centre, 16 Harcourt Road, Admiralty, Hong Kong",None,FIND ASIA LIMITED,Central and Western District,info@findasia.com.hk,21531012,Office Staff / Executive Search,21521160,2013
635,635,"Unit 603, 6th floor, Tower 1, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",None,FIRST CALIBRE LIMITED,Central and Western District,lindalu@firstcalibre.com,None,Office Staff / Executive Search,63382070,2013
636,636,"Unit 109-110, 9th floor, 40-44 Bonham Strand, Sheung Wan, Hong Kong",None,FIRST POINT GROUP,Central and Western District,lucy.lin@firstpointgroup.com,37498677,Office Staff / Executive Search,37498600,2011
637,637,"Suite A1, 9th floor, One Capital Place, 18 Luard Road, Wan Chai, Hong Kong",None,FJ Kleideitert Consultants,Wan Chai District,kkm@kienbaum.com.sg,23177199,Office Staff / Executive Search,35498149,2011
638,638,"10th floor, Yu Yuet Lai Building, 43-55 Wyndham Street, Central, Hong Kong",None,FLEXImums Interim Limited,Central and Western District,marie.swarbreck@fleximums.com,None,Office Staff / Executive Search,65400526,2019
639,639,"9th floor, Sun House, 181 Des Voeux Road Central, Sheung Wan, Hong Kong",None,FOWLER FOX & CO (HK) LIMITED,Central and Western District,info@fowlerfox.com,None,Other Non-office Worker,36535120,2013
640,640,"Room 501, 5th floor, Chinachem Hollywood Centre, 1-13 Hollywood Road, Central, Hong Kong",None,FRANKASIA SEARCH LIMITED,Central and Western District,Z.ZHANG@FRANKASIA.COM,None,Office Staff / Executive Search,34685838,2018
641,641,"Unit 705, 7th floor, 9 Queen's Road Central, Central, Hong Kong",None,FRAZER JONES,Central and Western District,elaineso@thesrgroup.com,,Office Staff / Executive Search,30089099,2013
642,642,"6th floor, Tung Hip Commercial Building, 248 Des Voeux Road Central, Sheung Wan, Hong Kong",None,FRC Link,Central and Western District,sonal.gupta@frclink.asia,35821668,Office Staff / Executive Search,98532527,2019
643,643,"35th floor, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong",None,FSB GROUP LIMITED,Wan Chai District,info@fsbgroup.hk,None,Office Staff / Executive Search,66297522,2012
644,644,"Unit 1004, 10th floor, Golden Industrial Building, 16-24 Kwai Tak Street, Kwai Chung, New Territories",None,FST Global Limited,Kwai Tsing District,info@fst-global.com,None,Office Staff / Executive Search,22910249,2017
645,645,"Rooms 1001-1003, 10th floor, Wing On Kowloon Centre, 345 Nathan Road, Jordan, Kowloon",None,FTW,Yau Tsim Mong District,hr@ftwcpa.com,35891009,"Office Staff / Executive Search, Other Non-office Worker",35891008,2017
646,646,"Unit A2, 29th floor, Morrison Plaza, 9 Morrison Hill Road, Wan Chai, Hong Kong",None,FairMaid Limited,Wan Chai District,freedom@maidforyou.com.hk,None,Foreign Domestic Helpers,28859558,2016
647,647,"Unit B8, 14th floor, Roxy Industrial Centre, 58-66 Tai Lin Pai Road, Kwai Chung, New Territories",None,Faithful Search Company,Kwai Tsing District,kenneth@fsco.hk,31084420,Office Staff / Executive Search,36119950,2010
648,648,"Suite 304, 3rd floor, General Commercial Building, 156-164 Des Voeux Road Central, Central, Hong Kong",None,FastLane HR Solution Services Limited,Central and Western District,None,30119453,Office Staff / Executive Search,25222098,2017
649,649,"Flat 801-804, 8th floor, Kinwick Centre, 32 Hollywood Road, Central, Hong Kong",None,Ferguson Partners Hong Kong Limited,Central and Western District,mdambrumenil@fergusonpartners.com,None,Office Staff / Executive Search,None,2011
650,650,"15th floor, O.T.B. Building, 160 Gloucester Road, Wan Chai, Hong Kong",None,Fiducia Executive Search Limited,Wan Chai District,info@fiducia-china.com,28104494,Office Staff / Executive Search,25232171,2018
651,651,"5th floor, Yat Fat Building, 44-46 Des Voeux Road Central, Central, Hong Kong",None,Find a Foreign Employer Agency,None,None,None,Foreign Domestic Helpers,None,2005
652,652,"Flat B, 14th floor, Chun Yee Building, 733 Nathan Road, Mong Kok, Kowloon",None,Forever Best Agency,Yau Tsim Mong District,foreverbest@netvigator.com,37472582,"Local Domestic Helpers, Foreign Domestic Helpers",27812323,2013
653,653,"Room B, 8th floor, Excelsior Building, 68-76 Sha Tsui Road, Tsuen Wan, New Territories",None,FreshLinker Limited,Tsuen Wan District,andyleung@freshlinker.com,None,Office Staff / Executive Search,35472515,2014
654,654,"Room 747, 7th floor, Star House, 3 Salisbury Road, Tsim Sha Tsui, Kowloon",None,Funky Consulting Limited,Yau Tsim Mong District,FUNKYCONSULTING@OUTLOOK.COM,None,Office Staff / Executive Search,91887621,2019
655,655,"Office D02, 11th floor, Grand Millennium Plaza, 181 Queen's Road Central, Sheung Wan, Hong Kong",None,Fyte,Central and Western District,info.hongkong@morganphilips.com,2530 9905,Office Staff / Executive Search,5801 1188,2016
656,656,"21st-23rd floor, On Building, 162 Queen's Road Central, Central, Hong Kong",None,GARAGE SOCIETY,Central and Western District,hk.hr@thegaragesociety.com,None,Office Staff / Executive Search,39527200,2016
657,657,"Shop 7A, 1st floor, Richland Garden Shopping Centre, Tuen Mun, New Territories",GA專業家傭,Great Advance Employment Service,Tuen Mun District,greatadvanceemployment@gmail.com,34604087,Foreign Domestic Helpers,34604089,2019
658,658,"Shop 202, 2nd floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong",GA專業家傭,Great Advance Employment Service,Eastern District,greatadvanceemployment@gmail.com,34604089,"Local Domestic Helpers, Foreign Domestic Helpers",81214288,2020
659,659,"Room 1501-1508, 15th floor, Millennium City 5, 418 Kwun Tong Road, Kwun Tong, Kowloon",None,GDM Human Capital Limited,Kwun Tong District,wyno88@gmail.com,None,Office Staff / Executive Search,37508621,2018
660,660,"Suite 1307, 13th floor, Block A, Viking Technology and Business Centre, 91 Ta Chuen Ping Street, Kwai Chung, New Territories",None,GEM HUB,Kwai Tsing District,biz@gemhubgroup.com,,Office Staff / Executive Search,60168613,2018
661,661,"Room 501, 5th floor, Sang Fat Commercial House, 308 Temple Street, Jordan, Kowloon",None,GENIUSCOM INTERNATIONAL,Yau Tsim Mong District,None,None,Foreign Domestic Helpers,None,2009
662,662,"Shop 211, 2nd floor, Han Palace Building, 441-447 King's Road, North Point, Hong Kong",None,GENIUSCOM INTERNATIONAL,Eastern District,geniuscominc@gmail.com,None,Foreign Domestic Helpers,23612855,2018
663,663,"Room C, 2nd floor, 50 Pitt Street, Yau Ma Tei, Kowloon",None,GENNEIL CONSULTANT & TRADING CO.,Yau Tsim Mong District,genneilconsultant@yahoo.com,None,"Local Domestic Helpers, Foreign Domestic Helpers",None,2016
664,664,"Room 2306, 23th floor, Pearl Oriental House, 60 Stanley Street, Central, Hong Kong",None,GENUINE PERSONNEL CONSULTANTS LIMITED,Central and Western District,genuine@genlegal.com,25960111,Office Staff / Executive Search,25223333,2012
665,665,"Unit 1112, 11th floor, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui East, Kowloon",None,GET A JOB HK LIMITED,Yau Tsim Mong District,getajobhk@gmail.com,,Office Staff / Executive Search,53782279,2019
666,666,"Room 907, 9th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",None,GET MORE RESOURCES LIMITED,Yau Tsim Mong District,amen@getmore.com.hk,None,Office Staff / Executive Search,23331090,2015
667,667,"Room 2201, 22nd floor, Lee Garden Six, 111 Leighton Road, Causeway Bay, Hong Kong",None,GETLINKS INVESTMENT HOLDING COMPANY LIMITED,Wan Chai District,talent@getlinks.co,39968368,Other Non-office Worker,36199612,2017
668,668,"Room C, 12th floor, Ko Kie Building, 9-11 Jordan Road, Yau Ma Tei, Kowloon",None,GIN-POWER EMPLOYMENT AGENCY,Yau Tsim Mong District,ginpoweragency@gmail.com,,Foreign Domestic Helpers,23888985,2016
669,669,"Suite 602-3, 6th floor, Wing On Centre, 111 Connaught Road Central, Central, Hong Kong",None,GLOBAL EXECUTIVE CONSULTANTS LIMITED,Central and Western District,hongkong@globexec.com,35519400,"Office Staff / Executive Search, Imported Worker, Other Non-office Worker",35519300,2008
670,670,"16th floor, Full View Commercial Building, 140-142 Des Voeux Road Central, Central, Hong Kong",None,GLOBAL HOSPITALITY SERVICES ASIA PACIFIC,Central and Western District,hlam@hvs.com,None,Office Staff / Executive Search,60388166,2018
671,671,"2nd floor, Dah Sing Life Building, 99-105 Des Voeux Road Central, Central, Hong Kong",None,GLOBAL HR PRO LIMITED,Central and Western District,ronald@ghrpro.com,22875002,Office Staff / Executive Search,22875299,2013
672,672,"Room 1101, 11th floor, Lee Garden Two, 28 Yun Ping Road, Causeway Bay, Hong Kong",None,GOJI CONSULTING LIMITED,Wan Chai District,enquiry@goji-consulting.com,39510300,Office Staff / Executive Search,39510359,2019
673,673,"Unit 1605, 16th floor, 135 Bonham Strand Trade Centre, 135 Bonham Strand, Sheung Wan, Hong Kong",None,GOLDCREST INTERNATIONAL,Central and Western District,bb@goldcrestconsultants.com,28519885,Office Staff / Executive Search,28519448,2016
674,674,"Unit 12, 23rd floor, Grandtech Centre, 8 On Ping Street, Sha Tin, New Territories",None,GRAND POWER CONSULTING CO.,Sha Tin District,None,23574557,"Office Staff / Executive Search, Other Non-office Worker",23893283,2019
675,675,"Suite 3102-06, 31st floor, Dorset House, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",None,GRAVITAS RECRUITMENT GROUP (HONG KONG) LIMITED,Central and Western District,info@gravitasrecruitmentgroup.com,39070743,Office Staff / Executive Search,39070744,2010
676,676,"9th floor, Connaught Harbourfront House, 35-36 Connaught Road West, Sheung Wan, Hong Kong",None,GREAT MATRIX SERVICES LIMITED,Central and Western District,stephenim@greatmatrixhk.com,None,Office Staff / Executive Search,90921422,2019
677,677,"5th floor, Wai Lan House, 12 Lan Kwai Fong, Central, Hong Kong",None,GRM Search,Central and Western District,asedgwick@grm.global,None,Office Staff / Executive Search,28366382,2013
678,678,"22nd floor, One Pacific Centre, 414 Kwun Tong Road, Kwun Tong, Kowloon",None,GS CONSULTANTS LIMITED,Kwun Tong District,gladys.yuen@gsc-hk.com,None,Office Staff / Executive Search,39051810,2012
679,679,"16th floor, 700 Nathan Road, Mong Kok, Kowloon",None,GSP Asia Limited,Yau Tsim Mong District,None,None,Office Staff / Executive Search,None,2010
680,680,"8th floor, Cheung Hing Industrial Building, 12P Smithfield Road, Kennedy Town, Hong Kong",None,GTP Talent Search Limited,Central and Western District,justin.cheng@gtpts.com,None,Office Staff / Executive Search,21562281,2015
681,681,"Unit A03, 10th floor, Kapok Industrial Building, 373 To Kwa Wan Road, To Kwa Wan, Kowloon",None,GTS Employment Agency,Kowloon City District,lawting@gtsmaid.com,39564793,Foreign Domestic Helpers,39564792,2014
682,682,"Room 1607, 16th floor, Saxon Tower, 7 Cheung Shun Street, Lai Chi Kok, Kowloon",None,GULF CONNEXIONS Limited,Sham Shui Po District,roy.spencer@gulfconnexious.com,None,Office Staff / Executive Search,34686375,2011
683,683,"2nd floor, 22 Cheong Lok Street, Yau Ma Tei, Kowloon",None,GURKHA BODYGUARD SERVICE,Yau Tsim Mong District,gurung.asok@gmail.com,None,Other Non-office Worker,66772032,2018
684,684,"Unit 201-202, 2nd floor, Carnival Commercial Building, 18 Java Road, North Point, Hong Kong",None,GURKHA INTERNATIONAL (HONG KONG) LIMITED,Eastern District,gurkha@netvigator.com,25062790,"Foreign Domestic Helpers, Other Non-office Worker",25064251,1997
685,685,"25th floor, Ovest, 77 Wing Lok Street, Sheung Wan, Hong Kong",None,Galaxy Payroll Services Limited,Central and Western District,frank.lao@galaxy-hk.com,35851717,Office Staff / Executive Search,31052611,2015
686,686,"Room 1104, 11th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong",None,Geer Consultants Limited,None,None,None,Office Staff / Executive Search,None,2016
687,687,"Room 503, 5th floor, Block 2, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",None,Gemmell & Associates Limited,Central and Western District,info@gemmellassociates.com,None,Office Staff / Executive Search,25255000,2004
688,688,"Room 907, 9th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",None,Genesis,Yau Tsim Mong District,info@genesishongkong.com.hk,30071045,Office Staff / Executive Search,21654162,2007
689,689,"Room 703, 7th floor, Fu Fai Commercial Centre, 27 Hillier Street, Sheung Wan, Hong Kong",None,Genki Talent Limited,Central and Western District,andrew@genkitalent.com,None,Office Staff / Executive Search,97308742,2019
690,690,"29th floor, One Pacific Centre, 414 Kwun Tong Road, Kwun Tong, Kowloon",None,Global Development Personnel Co Limited,Kwun Tong District,hr@gldvhk.com,83435068,Office Staff / Executive Search,23970185,2019
691,691,"Room 802-4, 8th floor, Wilson House, 19-27 Wyndham Street, Central, Hong Kong",None,Global Sage Limited,Central and Western District,man.wu@globalsage.com,None,Office Staff / Executive Search,28024802,1999
692,692,"Room 1201, 12th floor, Chinachem Johnston Plaza, 178-186 Johnston Road, Wan Chai, Hong Kong",None,Global Search Inc. Limited,Wan Chai District,eric.ng@gsinc-asia.com,None,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",81008864,2013
693,693,"Unit 701, 7th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",None,Global Select Executive Search Limited,Yau Tsim Mong District,christy@gselecthk.com,30203107,Office Staff / Executive Search,35719826,2008
694,694,"25th floor, AXA Southside, 38 Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",None,Go Further Consultancy Limited,Kwun Tong District,hr@gofurtherhk.com,None,Office Staff / Executive Search,39639393,2018
695,695,"Room 03, 7th floor, World Interests Building, 8 Tsun Yip Lane, Kwun Tong, Kowloon",None,GoCareer,Kwun Tong District,jay@gocareerhk.com,35637982,Office Staff / Executive Search,35637895,2018
696,696,"Room 1304-5, 13th floor, 102 Austin Road, Tsim Sha Tsui, Kowloon",None,Gold Personnel Company,Yau Tsim Mong District,recruit@goldpersonnel.com.hk,27302678,Office Staff / Executive Search,27308123,2011
697,697,"Suite B1, 7th floor, Burlington House, 90-94 Nathan Road, Tsim Sha Tsui, Kowloon",None,Golden Ticket Limited,Yau Tsim Mong District,info@goldenticketltd.com,23114682,"Office Staff / Executive Search, Other Non-office Worker",23676824,2017
698,698,"Room 1311, 13th floor, Lippo Sun Plaza, 28 Canton Road, Tsim Sha Tsui, Kowloon",None,Goldfinity Company Limited,Yau Tsim Mong District,jan.liu@goldfinity.com.hk,None,Office Staff / Executive Search,28126777,2019
699,699,"68th floor, Cheung Kong Center, 2 Queen's Road Central, Central, Hong Kong",None,Goldman Sachs (Asia) Finance,None,None,None,Office Staff / Executive Search,None,2011
700,700,"Room 09, 8th floor, Block C, Cheung Kong Factory Building, 6 Cheung Yee Street, Lai Chi Kok, Kowloon",None,Good Team Employment Agency Company Limited,Sham Shui Po District,None,None,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",None,2019
701,701,"Shop 354, 3rd floor, World-Wide Plaza, 19 Des Voeux Road Central, Central, Hong Kong",None,GoodHelp Services Company,None,None,None,Foreign Domestic Helpers,None,2009
702,702,"Unit 15-002, Wework LKF Tower, 33 Wyndham Street, Central, Hong Kong",None,Gordian Search HK Limited,Central and Western District,jc@gordian-search.com,None,Office Staff / Executive Search,36130350,2018
703,703,"Suite 418, 4th floor, 50 Bonham Strand, Sheung Wan, Hong Kong",None,Gough Recruitment (Hong Kong) Pty Limited,Central and Western District,ang@goughrecruitment.com.hk,,Other Non-office Worker,388922368,2018
704,704,"Room A, 9th floor, Fortis Tower, 77-79 Gloucester Road, Wan Chai, Hong Kong",None,Grad-Asia Hong Kong Limited,Wan Chai District,recruit@grad-asia.com,None,"Office Staff / Executive Search, Imported Worker",56462544,2014
705,705,"15th floor, Lee Garden Two, 28 Yun Ping Road, Causeway Bay, Hong Kong",None,Grey Anderson Limited,Wan Chai District,info@greyanderson.com,28071087,Office Staff / Executive Search,21777577,2013
706,706,"Room A-C, 20th floor, Lockhart Centre, 301-307 Lockhart Road, Wan Chai, Hong Kong",None,Guestkeen Enterprises Limited,Wan Chai District,khlim@gelhk.com,28651219,Other Non-office Worker,28651033,1986
707,707,"Flat I, 14th floor, National Court, 240-252 Nathan Road, Jordan, Kowloon",None,H W Employment Agency Centre,Yau Tsim Mong District,maryla818@gmail.com,27706568,Foreign Domestic Helpers,27700568,2003
708,708,"Flat D, 14th floor, National Court, 240-252 Nathan Road, Jordan, Kowloon",None,H W Employment Agency Centre,Yau Tsim Mong District,marylau818@gmail.com,27706568,"Local Domestic Helpers, Foreign Domestic Helpers",92269071,2014
709,709,"1st floor, 49 Tai Ho Road, Tsuen Wan, New Territories",None,H W Employment Agency Centre,None,None,None,Foreign Domestic Helpers,None,2014
710,710,"17th floor, The Cameron, 33 Cameron Road, Tsim Sha Tsui, Kowloon",None,H. R. Channel (Asia) Limited,Yau Tsim Mong District,teresa.hui@hrchannel.com.hk,37968002,Office Staff / Executive Search,37968017,2005
711,711,"Unit A, 11th floor, On Hing Building, 1 On Hing Terrace, Central, Hong Kong",None,H.I. Executive Consulting Limited,Central and Western District,hongkong@hiec.com,37065363,Office Staff / Executive Search,37089539,2019
712,712,"Flat 502D, 5th floor, Ho King Commercial Centre, 2-16 Fa Yuen Street, Mong Kok, Kowloon",None,H.N.C. Services Company,Yau Tsim Mong District,None,30200142,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",94444342,2019
713,713,"Room M207-8, M2/Fl, (14th floor), Haleson Building, 1 Jubilee Street, Central, Hong Kong",None,HAMILTON SEARCH LIMITED,Central and Western District,tomorazel@hamiltonsearch.com,,Office Staff / Executive Search,60180693,2019
714,714,"M floor, Sun House, 90 Connaught Road Central, Sheung Wan, Hong Kong",None,HAMPTONTCI LIMITED,Central and Western District,angela.leung@hamptontic.com,None,Office Staff / Executive Search,59014651,2017
715,715,"Unit 6, 11th floor, Prosperity Place, 6 Shing Yip Street, Kwun Tong, Kowloon",None,HARVI MORRISON EXECUTIVE SEARCH LIMITED,Kwun Tong District,jonathan.loong@harvimorrison.com,29079828,Office Staff / Executive Search,29072628,2018
716,716,"Unit 2701, 27th floor, Wealth Commercial Centre, 48 Kwong Wa Street, Mong Kok, Kowloon",None,HELLO HELPER LIMITED,Yau Tsim Mong District,None,None,"Foreign Domestic Helpers, Other Non-office Worker",90418395,2018
717,717,"Shop 5, Ground floor, Comfort Court, 52 Third Street, Sai Ying Pun, Hong Kong",None,HELPER EASY LIMITED,Central and Western District,None,None,Foreign Domestic Helpers,28776699,2017
718,718,"Room Q, Unit 4, 2nd floor, Sunray Industrial Centre, 610 Cha Kwo Ling Road, Yau Tong, Kowloon",None,HELPERPLACE,Kwun Tong District,support@helperplace.com,None,"Local Domestic Helpers, Foreign Domestic Helpers",34688262,2016
719,719,"Unit 2302, 23rd floor, Prosperity Tower, 39 Queen's Road Central, Central, Hong Kong",None,HFG (HONG KONG) LIMITED,Central and Western District,polly.ng@cxcglobal.com,None,"Office Staff / Executive Search, Imported Worker",39530828,2013
720,720,"Suite 2, 3rd floor, Sino Plaza, 255-257 Gloucester Road, Causeway Bay, Hong Kong",None,HICALLIE LIMITED,Wan Chai District,carolinesiswojo@hicallie.com,None,Office Staff / Executive Search,25040127,2011
721,721,"Flat C, 8th floor, Shing King Industrial Building, 45 Kut Shing Street, Chai Wan, Hong Kong",None,HIGHLIGHT INTERNATIONAL LIMITED,None,h2@highlight2.com,28823086,Office Staff / Executive Search,28823286,2013
722,722,"29th floor, Tower 5, The Gateway, 15 Canton Road, Tsim Sha Tsui, Kowloon",None,HILLMAN ROSS LIMITED,Yau Tsim Mong District,shirley.fong@hillmanross.com,29891901,Office Staff / Executive Search,29861900,2012
723,723,"Unit 26E, Block 22, South Horizons, Ap Lei Chau, Hong Kong",None,HINCO (ASIA) LIMITED,Southern District,None,None,"Office Staff / Executive Search, Other Non-office Worker",None,2017
724,724,"Suite 902, 9th floor, Star House, 3 Salisbury Road, Tsim Sha Tsui, Kowloon",None,HIRED X,Yau Tsim Mong District,None,23750769,Office Staff / Executive Search,23751045,2016
725,725,"Room 1003, 10th floor, Yu Yuet Lai Building, 43-55 Wyndham Street, Central, Hong Kong",None,HK Maxim Recruitment Limited,Central and Western District,richard@maximrecruitment.com,None,Office Staff / Executive Search,54440094,2011
726,726,"Unit 2302, 23rd floor, New World Tower 1, 18 Queen's Road Central, Central, Hong Kong",None,HK Montage Recruitment Limited,Central and Western District,enquiry@montage.com.hk,None,"Office Staff / Executive Search, Imported Worker",81929293,2018
727,727,"Flat 1, 5th floor, Cammer Commercial Building, 30-32 Cameron Road, Tsim Sha Tsui, Kowloon",None,HKBS,Yau Tsim Mong District,info@hongkong-bs.com,23664299,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",25298288,2017
728,728,"21E, Tower 2, Centrestage, 108 Hollywood Road, Sheung Wan, Hong Kong",None,HKK Executive Search,Central and Western District,kenneth@hkksearch.com,None,Office Staff / Executive Search,96801900,2013
729,729,"Flat 3A, 10th floor, Kaiser Centre, 18 Centre Street, Sai Ying Pun, Hong Kong",None,HKO ARIGATOO PHIL MAIDS,Central and Western District,info@hko-agt.com,28167048,"Local Domestic Helpers, Foreign Domestic Helpers",28167667,2017
730,730,"Unit 903, 9th floor, On Lok Yuen Building, 25-27A Des Voeux Road Central, Central, Hong Kong",None,HOFFEN SEARCH LIMITED,Central and Western District,None,30071477,Office Staff / Executive Search,28106677,2017
731,731,"Room 718, 7th floor, Metro Centre II, 21 Lam Hing Street, Kowloon Bay, Kowloon",None,HONG KONG HOSPITALITY RECRUITERS,Kwun Tong District,info@hkhospitalityrecruiter.com,None,"Office Staff / Executive Search, Imported Worker",96314920,2019
732,732,"Room 1104, 11th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong",None,HR CONNECT,Central and Western District,anjit_s@yahoo.com,,"Office Staff / Executive Search, Imported Worker",92854141,2016
733,733,"Unit 3811, 38th floor, Cosco Tower, 183 Queen's Road Central, Central, Hong Kong",None,HRM Consulting Limited,Central and Western District,recruit@hrm.com.hk,25397355,Office Staff / Executive Search,28829114,2015
734,734,"Unit 2214, 22nd floor, Mira Place Tower A, 132 Nathan Road, Tsim Sha Tsui, Kowloon",None,HUMANGO CONSULTING ASIA LIMITED,Yau Tsim Mong District,y.chan@humangoasia.com,None,Office Staff / Executive Search,23611830,2019
735,735,"Room C, 22nd floor, Wing Cheong Commercial Building, 19-25 Jervois Street, Central, Hong Kong",None,HW Worldwide Limited,Central and Western District,tcpqc@hwworldwide.com,None,Office Staff / Executive Search,97539564,2005
736,736,"Unit 715, 7th floor, The Wave, 4 Hing Yip Street, Kwun Tong, Kowloon",None,Hadar Consulting Limited,Kwun Tong District,jac.lo@hadarconsulting.com,None,Office Staff / Executive Search,38997266,2019
737,737,"11th floor, V Heun Building, 138 Queen's Road Central, Central, Hong Kong",None,Hamlyn Williams HK Limited,None,None,None,Office Staff / Executive Search,None,2014
738,738,"Suite 6630, 66th floor, The Center, 99 Queen's Road Central, Central, Hong Kong",None,Hammersonn Asia Pacific Limited,Central and Western District,inquiry@hammersonn.com,None,Office Staff / Executive Search,21229686,2004
739,739,"Flat A, 10th floor, Wing Hing Commercial Building, 139-143 Wing Lok Street, Sheung Wan, Hong Kong",None,Harbridge Partners Limited,Central and Western District,my@harbridgepartners.com,30207788,Office Staff / Executive Search,36237082,2012
740,740,"Office A, 9th floor, Knutsford 10, 10 Knutsford Terrace, Tsim Sha Tsui, Kowloon",None,Harman Recruitment Limited,Yau Tsim Mong District,info@harmansearch.com,30074328,Office Staff / Executive Search,24499388,2015
741,741,"18th floor, Tin On Shing Commercial Building, 41-43 Graham Street, Central, Hong Kong",None,Harton Lee Limited,Central and Western District,jimmychan@hartonlee.com,None,Office Staff / Executive Search,31063033,2006
742,742,"7th floor, Low Block, Grand Millennium Plaza, 181 Queen's Road Central, Central, Hong Kong",None,Hartwell Buck HK Limited,Central and Western District,mikehartwell@hartwellbuck.com,None,Office Staff / Executive Search,35116000,2017
743,743,"Room 5, 4th floor, Unit F1, Phase I, Hang Fung Industrial Building, 2G Hok Yuen Street, Hung Hom, Kowloon",None,Harvest Personnel Agency,Kowloon City District,harvestiw@yahoo.com.hk,23121110,Office Staff / Executive Search,23120081,1994
744,744,"Units 304-7, 3rd floor, Laford Centre, 838 Lai Chi Kok Road, Cheung Sha Wan, Kowloon",None,Hawksford Corporate Services Hong Kong Limited,Sham Shui Po District,None,29158192,Office Staff / Executive Search,29158198,2019
745,745,"Unit 6604-06, 66th floor, International Commerce Centre, 1 Austin Road West, Jordan, Kowloon",None,Hays Hong Kong Limited,Yau Tsim Mong District,hongkong@hays.com.hk,25218499,Office Staff / Executive Search,25218884,2006
746,746,"11th floor, V Heun Building, 138 Queen's Road Central, Central, Hong Kong",None,Head Start Asia Limited,Central and Western District,info@headstartasia.com,None,Office Staff / Executive Search,94665294,2016
